yourlist:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	isomap:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
5691		P49720	PSB3_HUMAN	reviewed	Proteasome subunit beta type-3 (EC 3.4.25.1) (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)	PSMB3	Homo sapiens (Human)	205
56915		Q9NQT4	EXOS5_HUMAN	reviewed	Exosome complex component RRP46 (Chronic myelogenous leukemia tumor antigen 28) (Exosome component 5) (Ribosomal RNA-processing protein 46) (p12B)	EXOSC5 CML28 RRP46	Homo sapiens (Human)	235
5692		A0A140VK46	A0A140VK46_HUMAN	unreviewed	Proteasome subunit beta (EC 3.4.25.1)		Homo sapiens (Human)	264
5692		P28070	PSB4_HUMAN	reviewed	Proteasome subunit beta type-4 (EC 3.4.25.1) (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3)	PSMB4 PROS26	Homo sapiens (Human)	264
56922		A0A0S2Z693	A0A0S2Z693_HUMAN	unreviewed	Methylcrotonoyl-CoA carboxylase 1 isoform 1 (Fragment)	MCCC1	Homo sapiens (Human)	725
56922		E9PHF7	E9PHF7_HUMAN	unreviewed	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	MCCC1	Homo sapiens (Human)	616
56922		Q68D27	Q68D27_HUMAN	unreviewed	Uncharacterized protein DKFZp686B20267	DKFZp686B20267	Homo sapiens (Human)	575
56922		Q96RQ3	MCCA_HUMAN	reviewed	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	MCCC1 MCCA	Homo sapiens (Human)	725
5693		A0A140VJS7	A0A140VJS7_HUMAN	unreviewed	Testicular tissue protein Li 153		Homo sapiens (Human)	160
5693		P28074	PSB5_HUMAN	reviewed	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X)	PSMB5 LMPX MB1 X	Homo sapiens (Human)	263
56937		Q5JY37	Q5JY37_HUMAN	unreviewed	Transmembrane, prostate androgen induced RNA, isoform CRA_c (cDNA FLJ55980, highly similar to Transmembrane prostate androgen-induced protein)	TMEPAI hCG_40101	Homo sapiens (Human)	252
56937		Q969W9	PMEPA_HUMAN	reviewed	Protein TMEPAI (Prostate transmembrane protein androgen induced 1) (Solid tumor-associated 1 protein) (Transmembrane prostate androgen-induced protein)	PMEPA1 STAG1 TMEPAI	Homo sapiens (Human)	287
5694		A0A087X2I4	A0A087X2I4_HUMAN	unreviewed	Proteasome subunit beta type (EC 3.4.25.1)	PSMB6	Homo sapiens (Human)	213
5694		P28072	PSB6_HUMAN	reviewed	Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y)	PSMB6 LMPY Y	Homo sapiens (Human)	239
5694		Q6IAT9	Q6IAT9_HUMAN	unreviewed	Proteasome subunit beta type (EC 3.4.25.1)	PSMB6 hCG_32695	Homo sapiens (Human)	239
5695		E9KL30	E9KL30_HUMAN	unreviewed	Proteasome subunit beta type (EC 3.4.25.1)		Homo sapiens (Human)	277
5695		Q99436	PSB7_HUMAN	reviewed	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)	PSMB7 Z	Homo sapiens (Human)	277
5696		P28062	PSB8_HUMAN	reviewed	Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein)	PSMB8 LMP7 PSMB5i RING10 Y2	Homo sapiens (Human)	276
5696		X5CMJ9	X5CMJ9_HUMAN	unreviewed	Proteasome subunit beta type (EC 3.4.25.1)	PSM8	Homo sapiens (Human)	276
5698		A0A1U9X8D7	A0A1U9X8D7_HUMAN	unreviewed	Proteasome subunit beta type (EC 3.4.25.1)		Homo sapiens (Human)	219
5698		P28065	PSB9_HUMAN	reviewed	Proteasome subunit beta type-9 (EC 3.4.25.1) (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein)	PSMB9 LMP2 PSMB6i RING12	Homo sapiens (Human)	219
5699		P40306	PSB10_HUMAN	reviewed	Proteasome subunit beta type-10 (EC 3.4.25.1) (Low molecular mass protein 10) (Macropain subunit MECl-1) (Multicatalytic endopeptidase complex subunit MECl-1) (Proteasome MECl-1) (Proteasome subunit beta-2i)	PSMB10 LMP10 MECL1	Homo sapiens (Human)	273
56997		A0A024R3S3	A0A024R3S3_HUMAN	unreviewed	Chaperone, ABC1 activity of bc1 complex like (S. pombe), isoform CRA_b	CABC1 hCG_1738065	Homo sapiens (Human)	647
56997		Q8NI60	COQ8A_HUMAN	reviewed	Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)	COQ8A ADCK3 CABC1 PP265	Homo sapiens (Human)	647
5700		P62191	PRS4_HUMAN	reviewed	26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)	PSMC1	Homo sapiens (Human)	440
5700		Q53XL8	Q53XL8_HUMAN	unreviewed	Proteasome (Prosome, macropain) 26S subunit, ATPase, 1 (Proteasome (Prosome, macropain) 26S subunit, ATPase, 1, isoform CRA_a) (Proteasome 26S ATPase subunit 1) (cDNA, FLJ93843, Homo sapiens proteasome (prosome, macropain) 26S subunit, ATPase, 1(PSMC1), mRNA)	PSMC1 hCG_2029049	Homo sapiens (Human)	440
57003		Q96A33	CCD47_HUMAN	reviewed	Coiled-coil domain-containing protein 47	CCDC47 GK001 MSTP041 PSEC0077	Homo sapiens (Human)	483
5701		A0A140VK70	A0A140VK70_HUMAN	unreviewed	Testis secretory sperm-binding protein Li 197a		Homo sapiens (Human)	433
5701		B7Z571	B7Z571_HUMAN	unreviewed	cDNA FLJ52010, highly similar to 26S protease regulatory subunit 7		Homo sapiens (Human)	141
5701		P35998	PRS7_HUMAN	reviewed	26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2) (Protein MSS1)	PSMC2 MSS1	Homo sapiens (Human)	433
57019		H3BT65	H3BT65_HUMAN	unreviewed	Anamorsin	CIAPIN1	Homo sapiens (Human)	266
57019		Q6FI81	CPIN1_HUMAN	reviewed	Anamorsin (Cytokine-induced apoptosis inhibitor 1) (Fe-S cluster assembly protein DRE2 homolog)	CIAPIN1 CUA001 PRO0915	Homo sapiens (Human)	312
5704		A8K2M0	A8K2M0_HUMAN	unreviewed	Proteasome (Prosome, macropain) 26S subunit, ATPase, 4, isoform CRA_b (cDNA FLJ78505, highly similar to Homo sapiens proteasome (prosome, macropain) 26S subunit, ATPase, 4 (PSMC4), transcript variant 1, mRNA) (cDNA, FLJ93682, Homo sapiens proteasome (prosome, macropain) 26S subunit, ATPase, 4(PSMC4), transcript variant 1, mRNA)	PSMC4 hCG_43346	Homo sapiens (Human)	418
5704		P43686	PRS6B_HUMAN	reviewed	26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)	PSMC4 MIP224 TBP7	Homo sapiens (Human)	418
5705		A0A140VJS3	A0A140VJS3_HUMAN	unreviewed	Testicular tissue protein Li 149		Homo sapiens (Human)	406
5705		P62195	PRS8_HUMAN	reviewed	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)	PSMC5 SUG1	Homo sapiens (Human)	406
5706		A0A087X2I1	A0A087X2I1_HUMAN	unreviewed	26S proteasome regulatory subunit 10B	PSMC6	Homo sapiens (Human)	403
5706		P62333	PRS10_HUMAN	reviewed	26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42)	PSMC6 SUG2	Homo sapiens (Human)	389
57062		Q9GZR7	DDX24_HUMAN	reviewed	ATP-dependent RNA helicase DDX24 (EC 3.6.4.13) (DEAD box protein 24)	DDX24	Homo sapiens (Human)	859
5708		Q13200	PSMD2_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2)	PSMD2 TRAP2	Homo sapiens (Human)	908
5709		O43242	PSMD3_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	PSMD3	Homo sapiens (Human)	534
5710		P55036	PSMD4_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Antisecretory factor 1) (AF) (ASF) (Multiubiquitin chain-binding protein)	PSMD4 MCB1	Homo sapiens (Human)	377
5710		Q5VWC4	Q5VWC4_HUMAN	unreviewed	26S proteasome non-ATPase regulatory subunit 4 (Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 4, isoform CRA_b)	PSMD4 hCG_1741224	Homo sapiens (Human)	380
5711		Q16401	PSMD5_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 5 (26S protease subunit S5 basic) (26S proteasome subunit S5B)	PSMD5 KIAA0072	Homo sapiens (Human)	504
5713		P51665	PSMD7_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40)	PSMD7 MOV34L	Homo sapiens (Human)	324
57142		Q9NQC3	RTN4_HUMAN	reviewed	Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)	RTN4 KIAA0886 NOGO My043 SP1507	Homo sapiens (Human)	1192
57154		Q9HCE7	SMUF1_HUMAN	reviewed	E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1)	SMURF1 KIAA1625	Homo sapiens (Human)	757
5717		O00231	PSD11_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	Homo sapiens (Human)	422
5718		A0A0S2Z489	A0A0S2Z489_HUMAN	unreviewed	Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 12, isoform CRA_a (Proteasome 26S subunit non-ATPase 12 isoform 1) (Fragment)	PSMD12 hCG_1749256	Homo sapiens (Human)	456
5718		O00232	PSD12_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55)	PSMD12	Homo sapiens (Human)	456
572		A0A024R562	A0A024R562_HUMAN	unreviewed	BCL2-antagonist of cell death, isoform CRA_c	BAD hCG_21372	Homo sapiens (Human)	168
572		Q92934	BAD_HUMAN	reviewed	Bcl2-associated agonist of cell death (BAD) (Bcl-2-binding component 6) (Bcl-2-like protein 8) (Bcl2-L-8) (Bcl-xL/Bcl-2-associated death promoter) (Bcl2 antagonist of cell death)	BAD BBC6 BCL2L8	Homo sapiens (Human)	168
57222		Q969X5	ERGI1_HUMAN	reviewed	Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32)	ERGIC1 ERGIC32 KIAA1181 HT034	Homo sapiens (Human)	290
5725		P26599	PTBP1_HUMAN	reviewed	Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	PTBP1 PTB	Homo sapiens (Human)	531
57379		Q546Y9	Q546Y9_HUMAN	unreviewed	AID (Activation-induced cytidine deaminase) (Epididymis secretory protein Li 284) (Fragment)	AID AICDA HEL-S-284 hCG_25220	Homo sapiens (Human)	198
57379		Q6QJ80	Q6QJ80_HUMAN	unreviewed	Activation-induced cytidine deaminase	AICDA	Homo sapiens (Human)	145
57379		Q7Z599	Q7Z599_HUMAN	unreviewed	Activation-induced cytidine deaminase (Fragment)	AID	Homo sapiens (Human)	111
57379		Q9GZX7	AICDA_HUMAN	reviewed	Single-stranded DNA cytosine deaminase (EC 3.5.4.38) (Activation-induced cytidine deaminase) (AID) (Cytidine aminohydrolase)	AICDA AID	Homo sapiens (Human)	198
57380		A0A0A0MQX2	A0A0A0MQX2_HUMAN	unreviewed	Magnesium transporter MRS2 homolog, mitochondrial	MRS2	Homo sapiens (Human)	393
57380		B4DSN2	B4DSN2_HUMAN	unreviewed	cDNA FLJ52740, highly similar to Magnesium transporter MRS2L, mitochondrial		Homo sapiens (Human)	393
57380		Q9HD23	MRS2_HUMAN	reviewed	Magnesium transporter MRS2 homolog, mitochondrial (MRS2-like protein)	MRS2 HPT MRS2L	Homo sapiens (Human)	443
574288		Q0PF16	TRIM5_MACMU	reviewed	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM5) (TRIM5alpha)	TRIM5	Macaca mulatta (Rhesus macaque)	497
57459		Q8WXI9	P66B_HUMAN	reviewed	Transcriptional repressor p66-beta (GATA zinc finger domain-containing protein 2B) (p66/p68)	GATAD2B KIAA1150	Homo sapiens (Human)	593
57470		A0A024R4G1	A0A024R4G1_HUMAN	unreviewed	Leucine rich repeat containing 47, isoform CRA_a	LRRC47 hCG_20079	Homo sapiens (Human)	583
57470		Q8N1G4	LRC47_HUMAN	reviewed	Leucine-rich repeat-containing protein 47	LRRC47 KIAA1185	Homo sapiens (Human)	583
57504		D6W5A2	D6W5A2_HUMAN	unreviewed	Metastasis associated 1 family, member 3, isoform CRA_a (Metastasis-associated protein MTA3)	MTA3 hCG_1783907	Homo sapiens (Human)	537
57504		Q9BTC8	MTA3_HUMAN	reviewed	Metastasis-associated protein MTA3	MTA3 KIAA1266	Homo sapiens (Human)	594
57506		Q7Z434	MAVS_HUMAN	reviewed	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA)	MAVS IPS1 KIAA1271 VISA	Homo sapiens (Human)	540
57508		A0A024QZ48	A0A024QZ48_HUMAN	unreviewed	Integrator complex subunit 2, isoform CRA_a	INTS2 hCG_32574	Homo sapiens (Human)	1196
57508		J3KMZ7	J3KMZ7_HUMAN	unreviewed	Integrator complex subunit 2	INTS2	Homo sapiens (Human)	1196
57508		Q9H0H0	INT2_HUMAN	reviewed	Integrator complex subunit 2 (Int2)	INTS2 KIAA1287	Homo sapiens (Human)	1204
57510		Q9HAV4	XPO5_HUMAN	reviewed	Exportin-5 (Exp5) (Ran-binding protein 21)	XPO5 KIAA1291 RANBP21	Homo sapiens (Human)	1204
57532		Q7Z417	NUFP2_HUMAN	reviewed	Nuclear fragile X mental retardation-interacting protein 2 (82 kDa FMRP-interacting protein) (82-FIP) (Cell proliferation-inducing gene 1 protein) (FMRP-interacting protein 2)	NUFIP2 KIAA1321 PIG1	Homo sapiens (Human)	695
57602		A0A024R8V6	A0A024R8V6_HUMAN	unreviewed	Ubiquitin specific peptidase 36, isoform CRA_b	USP36 hCG_95566	Homo sapiens (Human)	1123
57602		Q9P275	UBP36_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 36 (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36)	USP36 KIAA1453	Homo sapiens (Human)	1121
57617		A0A024R9R3	A0A024R9R3_HUMAN	unreviewed	Vacuolar protein sorting protein 18, isoform CRA_d	VPS18 hCG_38959	Homo sapiens (Human)	973
57617		Q9P253	VPS18_HUMAN	reviewed	Vacuolar protein sorting-associated protein 18 homolog (hVPS18)	VPS18 KIAA1475	Homo sapiens (Human)	973
57634		Q96L91	EP400_HUMAN	reviewed	E1A-binding protein p400 (EC 3.6.4.-) (CAG repeat protein 32) (Domino homolog) (hDomino) (Trinucleotide repeat-containing gene 12 protein) (p400 kDa SWI2/SNF2-related protein)	EP400 CAGH32 KIAA1498 KIAA1818 TNRC12	Homo sapiens (Human)	3159
57674		A0A0A0MTC1	A0A0A0MTC1_HUMAN	unreviewed	E3 ubiquitin-protein ligase RNF213	RNF213	Homo sapiens (Human)	5256
57674		A0A0A0MTR7	A0A0A0MTR7_HUMAN	unreviewed	E3 ubiquitin-protein ligase RNF213	RNF213	Homo sapiens (Human)	5207
57674		Q63HN8	RN213_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (Mysterin) (RING finger protein 213) (RING-type E3 ubiquitin transferase RNF213)	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR	Homo sapiens (Human)	5207
576779		W4YHN9	W4YHN9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	409
57680		Q9HCK8	CHD8_HUMAN	reviewed	Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8) (Helicase with SNF2 domain 1)	CHD8 HELSNF1 KIAA1564	Homo sapiens (Human)	2581
578		A0A0S2Z391	A0A0S2Z391_HUMAN	unreviewed	BCL2-antagonist/killer 1 isoform 1 (Fragment)	BAK1	Homo sapiens (Human)	211
578		Q16611	BAK_HUMAN	reviewed	Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK) (Bcl-2-like protein 7) (Bcl2-L-7)	BAK1 BAK BCL2L7 CDN1	Homo sapiens (Human)	211
57805		Q8N163	CCAR2_HUMAN	reviewed	Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC)	CCAR2 DBC1 KIAA1967	Homo sapiens (Human)	923
58		P68133	ACTS_HUMAN	reviewed	Actin, alpha skeletal muscle (Alpha-actin-1)	ACTA1 ACTA	Homo sapiens (Human)	377
581		I6LPK7	I6LPK7_HUMAN	unreviewed	Apoptosis regulator BAX (BCL2-associated X protein theta)	BAX	Homo sapiens (Human)	140
581		Q07812	BAX_HUMAN	reviewed	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)	BAX BCL2L4	Homo sapiens (Human)	192
581		Q5ZPJ0	Q5ZPJ0_HUMAN	unreviewed	Bax protein (Fragment)	BAX	Homo sapiens (Human)	36
581		Q5ZPJ1	Q5ZPJ1_HUMAN	unreviewed	Bax protein (Fragment)	BAX	Homo sapiens (Human)	112
5814		Q96QR8	PURB_HUMAN	reviewed	Transcriptional activator protein Pur-beta (Purine-rich element-binding protein B)	PURB	Homo sapiens (Human)	312
5825		P28288	ABCD3_HUMAN	reviewed	ATP-binding cassette sub-family D member 3 (70 kDa peroxisomal membrane protein) (PMP70)	ABCD3 PMP70 PXMP1	Homo sapiens (Human)	659
5859		B7Z840	B7Z840_HUMAN	unreviewed	cDNA FLJ55601, highly similar to Glutaminyl-tRNA synthetase (EC 6.1.1.18)		Homo sapiens (Human)	282
5859		P47897	SYQ_HUMAN	reviewed	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	QARS	Homo sapiens (Human)	775
5861		B7Z8M7	B7Z8M7_HUMAN	unreviewed	cDNA FLJ57768, highly similar to Ras-related protein Rab-1A		Homo sapiens (Human)	173
5861		P62820	RAB1A_HUMAN	reviewed	Ras-related protein Rab-1A (YPT1-related protein)	RAB1A RAB1	Homo sapiens (Human)	205
5861		Q5U0I6	Q5U0I6_HUMAN	unreviewed	H.sapiens ras-related Hrab1A protein (RAB1A protein) (RAB1A, member RAS oncogene family) (RAB1A, member RAS oncogene family, isoform CRA_b) (cDNA, FLJ96558, Homo sapiens RAB1A, member RAS oncogene family (RAB1A), mRNA)	RAB1A hCG_22592	Homo sapiens (Human)	205
5870		A0A024R5H8	A0A024R5H8_HUMAN	unreviewed	RAB6A, member RAS oncogene family, isoform CRA_b	RAB6A hCG_1773959	Homo sapiens (Human)	208
5870		A0A024R5J5	A0A024R5J5_HUMAN	unreviewed	H.sapiens ras-related Hrab6 protein (RAB6A, member RAS oncogene family, isoform CRA_a)	RAB6A hCG_1773959	Homo sapiens (Human)	208
5870		P20340	RAB6A_HUMAN	reviewed	Ras-related protein Rab-6A (Rab-6)	RAB6A RAB6	Homo sapiens (Human)	208
5870		Q53ET8	Q53ET8_HUMAN	unreviewed	RAB6A, member RAS oncogene family isoform a variant (Fragment)		Homo sapiens (Human)	208
5886		A0A024R7G8	A0A024R7G8_HUMAN	unreviewed	RAD23 homolog A (S. cerevisiae), isoform CRA_a	RAD23A hCG_172484	Homo sapiens (Human)	363
5886		A8K1J3	A8K1J3_HUMAN	unreviewed	cDNA FLJ78534, highly similar to Homo sapiens RAD23 homolog A (S. cerevisiae), mRNA		Homo sapiens (Human)	362
5886		P54725	RD23A_HUMAN	reviewed	UV excision repair protein RAD23 homolog A (HR23A) (hHR23A)	RAD23A	Homo sapiens (Human)	363
5887		B7Z4W4	B7Z4W4_HUMAN	unreviewed	cDNA FLJ50817, highly similar to UV excision repair protein RAD23 homolog B		Homo sapiens (Human)	388
5887		P54727	RD23B_HUMAN	reviewed	UV excision repair protein RAD23 homolog B (HR23B) (hHR23B) (XP-C repair-complementing complex 58 kDa protein) (p58)	RAD23B	Homo sapiens (Human)	409
5889		O43502	RA51C_HUMAN	reviewed	DNA repair protein RAD51 homolog 3 (R51H3) (RAD51 homolog C) (RAD51-like protein 2)	RAD51C RAD51L2	Homo sapiens (Human)	376
5892		O75771	RA51D_HUMAN	reviewed	DNA repair protein RAD51 homolog 4 (R51H3) (RAD51 homolog D) (RAD51-like protein 3) (TRAD)	RAD51D RAD51L3	Homo sapiens (Human)	328
5893		B7Z2G8	B7Z2G8_HUMAN	unreviewed	cDNA FLJ56674, highly similar to DNA repair protein RAD52 homolog		Homo sapiens (Human)	301
5893		B7Z5Q6	B7Z5Q6_HUMAN	unreviewed	cDNA FLJ57177, highly similar to DNA repair protein RAD52 homolog		Homo sapiens (Human)	341
5893		F5GX32	F5GX32_HUMAN	unreviewed	DNA repair protein RAD52 homolog	RAD52	Homo sapiens (Human)	301
5893		P43351	RAD52_HUMAN	reviewed	DNA repair protein RAD52 homolog	RAD52	Homo sapiens (Human)	418
5893		Q5DR82	Q5DR82_HUMAN	unreviewed	RAD52 homolog (S. cerevisiae), isoform CRA_c (Rhabdomyosarcoma antigen MU-RMS-40.23) (cDNA FLJ77029, highly similar to Homo sapiens RAD52 homolog (S. cerevisiae) (RAD52), transcript variant alpha, mRNA)	RAD52 hCG_25272	Homo sapiens (Human)	418
5894		A0A0S2Z4L5	A0A0S2Z4L5_HUMAN	unreviewed	V-raf-1 murine leukemia viral oncogene-like protein 1 isoform 3 (Fragment)	RAF1	Homo sapiens (Human)	615
5894		B4E0X2	B4E0X2_HUMAN	unreviewed	cDNA FLJ57286, highly similar to RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1)		Homo sapiens (Human)	567
5894		L7RRS6	L7RRS6_HUMAN	unreviewed	V-raf-1 murine leukemia viral oncogene homolog 1 (V-raf-1 murine leukemia viral oncogene homolog 1, isoform CRA_a) (V-raf-1 murine leukemia viral oncogene-like protein 1 isoform 1)	RAF1 hCG_28314	Homo sapiens (Human)	648
5894		P04049	RAF1_HUMAN	reviewed	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	RAF1 RAF	Homo sapiens (Human)	648
59		D2JYH4	D2JYH4_HUMAN	unreviewed	Actin, alpha 2, smooth muscle, aorta (Actin, alpha 2, smooth muscle, aorta, isoform CRA_a)	ACTA2 hCG_22984	Homo sapiens (Human)	377
59		P62736	ACTA_HUMAN	reviewed	Actin, aortic smooth muscle (Alpha-actin-2) (Cell growth-inhibiting gene 46 protein)	ACTA2 ACTSA ACTVS GIG46	Homo sapiens (Human)	377
5901		B4DV51	B4DV51_HUMAN	unreviewed	GTP-binding nuclear protein Ran	RAN	Homo sapiens (Human)	128
5901		P62826	RAN_HUMAN	reviewed	GTP-binding nuclear protein Ran (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)	RAN ARA24 OK/SW-cl.81	Homo sapiens (Human)	216
5902		A0A140VK94	A0A140VK94_HUMAN	unreviewed	RAN binding protein 1, isoform CRA_g (Testis secretory sperm-binding protein Li 221n)	RANBP1 hCG_17886	Homo sapiens (Human)	201
5902		B3KUP2	B3KUP2_HUMAN	unreviewed	RAN binding protein 1, isoform CRA_f (cDNA FLJ40340 fis, clone TESTI2032681, moderately similar to RAN-SPECIFIC GTPASE-ACTIVATING PROTEIN)	RANBP1 hCG_17886	Homo sapiens (Human)	181
